"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"145","@KarlinaShaibah Ayo, Drun... Turunkan Jokowi di tahun 2024.. Jangan biarkan Jokowi jadi presiden sampai 4 periode...!!  Semangaatt..  !!",FALSE,7,"KarlinaShaibah",2022-12-05 06:24:03,FALSE,"1599599735119413248","1599650791522209792","1413069940010078208","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ekoguruoke",0,FALSE,FALSE,NA,NA
"146","tebak aku yang mana
yang bener, brrti dukung jokowi 3 periode https://t.co/xOz61erELg",FALSE,1,NA,2022-12-05 06:23:58,FALSE,NA,"1599650770663899138",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","goodguyd3v",0,FALSE,FALSE,NA,NA
"147","@KarlinaShaibah Lagian pak jokowi apa susah nya mundur sih?! Habis mundur lalu melangkah maju lagi. Biar para kadru… https://t.co/TmtzN0Uk29",FALSE,2,"KarlinaShaibah",2022-12-05 06:09:15,TRUE,"1599599735119413248","1599647067378679809","1413069940010078208","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nurielku",0,FALSE,FALSE,NA,NA
"148","@ririn_rinjani88 @AgungAbdiN7 gw pemilih jokowi 2 periode dan ga bakalan pilih calon yg dipilih jokowi apalagi dari pdip!!!",FALSE,2,"ririn_rinjani88",2022-12-05 05:48:14,FALSE,"1599638388277407744","1599641776717189121","968046914158526465","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yayanfbr",0,FALSE,FALSE,NA,NA
"149","Jokowi Berkuasa hampir 2 periode, dan selama itu gerakan demi gerakan terus menerus dilancarkan untuk menumbangkan… https://t.co/qhmLugMmjD",FALSE,0,"A_Sae_F",2022-12-05 05:41:15,TRUE,"1599638214456680448","1599640019333189633","730035748062121985","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","A_Sae_F",0,FALSE,FALSE,NA,NA
"150","Tujuan KIB itu membujuk jkw untuk 3 periode, gembong2nya rerata harmoko jaman now, terbukti pak jokowi taat konstit… https://t.co/jo5SVICgTR",FALSE,0,NA,2022-12-05 05:32:15,TRUE,NA,"1599637754681622529",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IndraBudi_cvlr",0,FALSE,FALSE,NA,NA
"151","Permasalahan ini bisa diselesaikan kalau jokowi 3 periode! https://t.co/Bnn3iCWZws",FALSE,1,NA,2022-12-05 05:30:52,FALSE,NA,"1599637409465262080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sibolangreggae",0,FALSE,FALSE,NA,NA
"152","Presiden Jokowi pada periode kedua ini sangat fokus pada pendidikan dan pengembangan SDM

https://t.co/PYz4mBJxWC
#JokowiBangunSDM",FALSE,0,"jokowin2019_id",2022-12-05 05:26:10,FALSE,"1599636222242357248","1599636225409048576","991398998949773312","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jokowin2019_id",0,FALSE,FALSE,NA,NA
"153","@alisyarief Pada awal Periode kedua , jokowi bilang ""𝙏𝙞𝙙𝙖𝙠 𝘼𝙙𝙖 𝘽𝙚𝙗𝙖𝙣"" tapi kenapa menjelang akhir Jabatan malah sep… https://t.co/2MxNZ6JQkt",FALSE,1,"alisyarief",2022-12-05 05:16:07,TRUE,"1599573009211461632","1599633697283899392","30201110","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pujiwidodo219",0,FALSE,FALSE,NA,NA
"154","@bachrum_achmadi Tak skerdil cr brpikirmu Badrun bin Batak Kadrun😆
Jkw tak perlu dkungan org nyinyir modal kbencian… https://t.co/gXvvY2PrHj",FALSE,1,"bachrum_achmadi",2022-12-05 05:14:32,TRUE,"1599408459211935744","1599633299286421507","105085302","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hotlan7bela",0,FALSE,FALSE,NA,NA
"155","@DianaZahrana @susipudjiastuti Kenapa periode ke2 jokowi kyak gt, salahkan warga2 bodoh yg dimainkan pake agama. Ma… https://t.co/TvbyTnbgPW",FALSE,1,"DianaZahrana",2022-12-05 04:51:02,TRUE,"1599354689321304064","1599627383082192896","1011242008667566081","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","meluncur",0,FALSE,FALSE,NA,NA
"156","@satriohendri Buzzer2 asu edan panik ada isu 3 periode padahal tiap demo ingin jokowi turun. Dasar gerombolan idiot.",FALSE,1,"satriohendri",2022-12-05 04:15:59,FALSE,"1599357489069580288","1599618564386062337","102938290","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","setiyo_welly",1,FALSE,FALSE,NA,NA
"157","Jelas dan tegas pernyataan penolakan Presiden #Jokowi untuk wacana tiga periode https://t.co/xKa9rEGATr",FALSE,0,NA,2022-12-05 04:15:49,FALSE,NA,"1599618519544786944",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","WulanSaiksksks",0,FALSE,FALSE,NA,NA
"158","Jelas dan tegas pernyataan penolakan Presiden #Jokowi untuk wacana tiga periode https://t.co/8b28uJ2Bss",FALSE,0,NA,2022-12-05 04:15:41,FALSE,NA,"1599618488326574081",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Stephan00516687",0,FALSE,FALSE,NA,NA
"159","Jelas dan tegas pernyataan penolakan Presiden #Jokowi untuk wacana tiga periode https://t.co/tdoYMyFaAF",FALSE,0,NA,2022-12-05 04:15:33,FALSE,NA,"1599618455342571520",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Shannon98845177",0,FALSE,FALSE,NA,NA
"160","Jelas dan tegas pernyataan penolakan Presiden #Jokowi untuk wacana tiga periode https://t.co/oJh3UyVAI9",FALSE,0,NA,2022-12-05 04:15:26,FALSE,NA,"1599618424644456448",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Saiman61274705",0,FALSE,FALSE,NA,NA
"161","Jelas dan tegas pernyataan penolakan Presiden #Jokowi untuk wacana tiga periode https://t.co/ZuOvbIryNp",FALSE,0,NA,2022-12-05 04:15:18,FALSE,NA,"1599618391622684672",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","renat4m",0,FALSE,FALSE,NA,NA
"162","Presiden #Jokowi menolak wacana jabatan Presiden menjadi tiga periode https://t.co/zhcX1RNI1W",FALSE,0,NA,2022-12-05 04:15:05,FALSE,NA,"1599618334638878720",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RataSania",0,FALSE,FALSE,NA,NA
"163","Presiden #Jokowi menolak wacana jabatan Presiden menjadi tiga periode https://t.co/L6EDp0wGUo",FALSE,0,NA,2022-12-05 04:14:57,FALSE,NA,"1599618303928176640",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","mariean39849612",0,FALSE,FALSE,NA,NA
"164","Presiden #Jokowi menolak wacana jabatan Presiden menjadi tiga periode https://t.co/YkrdHLS4ff",FALSE,0,NA,2022-12-05 04:14:49,FALSE,NA,"1599618270096920578",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","faridmaddo",0,FALSE,FALSE,NA,NA
"165","Presiden #Jokowi menolak wacana jabatan Presiden menjadi tiga periode https://t.co/X9eVvejXyo",FALSE,0,NA,2022-12-05 04:14:42,FALSE,NA,"1599618238878711808",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ErinPra85472257",0,FALSE,FALSE,NA,NA
"166","Presiden #Jokowi menolak wacana jabatan Presiden menjadi tiga periode https://t.co/OS3JJpnUc8",FALSE,0,NA,2022-12-05 04:14:33,FALSE,NA,"1599618202967113729",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","AlfredoJuna",0,FALSE,FALSE,NA,NA
"167","@Abdulrif @budikayumas @kaesangp @gibran_tweet Mana ada pertanyaanmu seperti itu, pertanyaanmu itu "" kira2 berapa t… https://t.co/RgdQbtAH1l",FALSE,2,"Abdulrif",2022-12-05 04:10:58,TRUE,"1599615165707624448","1599617302160642048","303797946","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","watimega123",0,FALSE,FALSE,NA,NA
"168","jokowi otw 3 periode. https://t.co/I1YZsfgMc3",FALSE,1,NA,2022-12-05 04:10:05,FALSE,NA,"1599617075982368768",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mushaffarafii",0,FALSE,FALSE,NA,NA
"169","@Sekber_AniesId Yes ... Jokowi 3 periode",FALSE,0,"Sekber_AniesId",2022-12-05 04:09:09,FALSE,"1599377405155901441","1599616841567309832","1502537587407294464","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","logikakudiatasm",0,FALSE,FALSE,NA,NA
"170","@RizalMedian @aniesbaswedan @NasDem tetap aja Jokowi jadi presiden 2 periode kan? lol
Emang suara Sumbar berapa sih?",FALSE,0,"RizalMedian",2022-12-05 03:59:16,FALSE,"1599435752412418048","1599614357088129026","1506352668947918850","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Pomanta2021",0,FALSE,FALSE,NA,NA
"171","Kalau Sumbar dn Aceh itu memang dua periode pilpres Tdk mendukung presiden Jokowi. Sumbar dn Aceh Tdk ngaruh kepada… https://t.co/Guokz3ggY0",FALSE,19,NA,2022-12-05 03:53:49,TRUE,NA,"1599612985257099264",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DenBagus123789",2,FALSE,FALSE,NA,NA
"172","Menjabat dua periode, Presiden Jokowi mantu 3 kali.

Kira² total sumbangan yang didapat berapa?

cc @kaesangp @gibran_tweet",FALSE,10,NA,2022-12-05 03:41:54,FALSE,NA,"1599609983544750080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Abdulrif",1,FALSE,FALSE,NA,NA
"173","@Reesty_Cayah @NasDem @PKSejahtera @PDemokrat Bukan hanya cebong yg panik,tapi Raja cebong pun mulai panik di akhir… https://t.co/AFBCNrf1Yh",FALSE,0,"Reesty_Cayah",2022-12-05 03:30:59,TRUE,"1599287643455774720","1599607237181599744","1526528328382963712","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","auliaprasetyah1",0,FALSE,FALSE,NA,NA
"174","Apa mau maksain 3 periode?
Udh pasti akan chaos seluruh penjuru negeri ini.

https://t.co/7jvEBkwBWl",FALSE,0,NA,2022-12-05 03:29:15,FALSE,NA,"1599606802685251585",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jhoni0208",0,FALSE,FALSE,NA,NA
"175","@robbarot pilih jokowi 3 periode aja bg",FALSE,0,"robbarot",2022-12-05 02:16:14,FALSE,"1599587508941377538","1599588427045179394","1387415572053327874","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","humanintrash",0,FALSE,FALSE,NA,NA
"176","@ZaenalA59117925 @QianzyZ 2024 psti ganti presiden krna jokowi udah 2 periode
Jd yg di mksd perubahan n ganti itu apa nya??",FALSE,1,"ZaenalA59117925",2022-12-05 01:55:53,FALSE,"1599565176189353985","1599583305275703296","1395975412673515523","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","immanuel_padang",0,FALSE,FALSE,NA,NA
"177","Relawan Kecam Spanduk Jokowi 3 Periode yang Ada di GBK: Kita Sudah Sepakat... https://t.co/MfYzxOFe9e",FALSE,0,NA,2022-12-05 01:45:01,FALSE,NA,"1599580571868753921",NA,"<a href=""http://wartaekonomi.co.id"" rel=""nofollow"">Warta Ekonomi</a>","WartaEkonomi",0,FALSE,FALSE,NA,NA
"178","@angedespoir5 @marlina_idha Tolol.. curi star mana. Jokowi kumpulin relawan itu mau ngapain. Emang mau 3 periode?..tolol..",FALSE,0,"angedespoir5",2022-12-05 01:39:11,FALSE,"1598229572193259520","1599579103682007040","1084415103661858816","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Athamyname1",0,FALSE,FALSE,NA,NA
"179","@BaasithIbnu @Trending_Issue Lho demokrasi itu sah sah saja menyatakan pendapat, termasuk pendapat ngawurmu itu.
Ya… https://t.co/pRNlHqPaq5",FALSE,0,"BaasithIbnu",2022-12-05 01:38:38,TRUE,"1599432624229208064","1599578963441254400","1474260324383477760","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kurniawan_wely",0,FALSE,FALSE,NA,NA
"180","@OposisiCerdas Kita rakyat Indonesia yang sehat akal dan budinya menganggap pak Jokowi layak untuk di jadikan presi… https://t.co/PAcKjwkO12",FALSE,1,"OposisiCerdas",2022-12-05 01:31:55,TRUE,"1599221552590880768","1599577276102094848","887743587579944960","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yohaness6411",0,FALSE,FALSE,NA,NA
"181","@ipeh_tetapnganu @jokowi ""Gebukin"" baru dia tau mundur. Kalau manusia BERADAB, harus digebukin baru mundur. Kalau c… https://t.co/jGOOV0vUvw",FALSE,1,"ipeh_tetapnganu",2022-12-05 01:21:35,TRUE,"1599330172712685570","1599574675302281222","1335085626891198465","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kemitris",0,FALSE,FALSE,NA,NA
"182","@Loves92848944 @aniesbaswedan @NasDem @dpw_nasdem_aceh Cebong itu mnyebar di.seluruh indonesia yg.memilih jokowi 2… https://t.co/yagKUnVLa3",FALSE,1,"Loves92848944",2022-12-05 01:01:29,TRUE,"1599065060814782464","1599569616397037574","1339110857435799552","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OktoraJk007",0,FALSE,FALSE,NA,NA
"183","@satriohendri Justru isue 3 periode membuat pak Jokowi tetap punya pengaruh sampai ujung masa jabatannya. ilmu mu k… https://t.co/9U4pYkEIgo",FALSE,2,"satriohendri",2022-12-05 00:27:41,TRUE,"1599357489069580288","1599561107542511616","102938290","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jozzgandoz3",0,FALSE,FALSE,NA,NA
"184","@veroaktivis @Paltiwest Terserah anda tu jd firasat apa kode alam..Tp yg psti Jokowi sdh 2 periode..Kadrun makin st… https://t.co/2Ms5I9UW3e",FALSE,0,"veroaktivis",2022-12-05 00:24:21,TRUE,"1599558343399735296","1599560269499617280","110958319","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rm_lndr4one4587",0,FALSE,FALSE,NA,NA
"185","@na_inblack Perpanjangan masa jabatan dan atau lanjut 3 periode INKONSTITUSIONAL.

Pemakzulan/Impeachment Jokowi se… https://t.co/dqmp2VnAeS",FALSE,9,"na_inblack",2022-12-05 00:17:46,TRUE,"1599553388358029312","1599558613391257600","1546669442595074048","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RudyBangun4",4,FALSE,FALSE,NA,NA
"186","@PDIPerjuangan gak mau presiden 3 periode. Mereka ogah ikut sidang MPR. Itu udah lebih dr ⅓ anggota DPR/ MPR. Jd ga… https://t.co/oXt3A3lcne",FALSE,0,"koecing_pasar",2022-12-05 00:12:39,TRUE,"1599556750310780931","1599557325429575680","926707636468199424","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","koecing_pasar",0,FALSE,FALSE,NA,NA
"187","@DaengWahidin2 Jokowi Tiga Periode",FALSE,0,"DaengWahidin2",2022-12-04 23:47:01,FALSE,"1599389786384764928","1599550875244331009","1401837073166860291","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","caklis4",0,FALSE,FALSE,NA,NA
"188","@HukumDan Drun, ente ga perlu sibuk2 urusin utang negara, biarkan Pak Jokowi dan tim nya yg urus, biarkan Jokowi 3 periode.
😅😅",FALSE,0,"HukumDan",2022-12-04 23:42:47,FALSE,"1599235176889925632","1599549809043861504","1182582278","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ketut188",0,FALSE,FALSE,NA,NA
"189","Presiden #Jokowi Menolak Wacana Masa Jabatan Tiga Periode https://t.co/k1DJ6d31vU",FALSE,0,NA,2022-12-04 23:31:58,FALSE,NA,"1599547086370111490",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SKstoreX",0,FALSE,FALSE,NA,NA
"190","@DaengWahidin2 Baiknya bapak Jokowi 3 periode, agar KADRUN makin kelojotan
🤣🤣🤣
.
.
.
Eee.....ngga boleh ding UU nya… https://t.co/gJNDlYvlvr",FALSE,1,"DaengWahidin2",2022-12-04 22:49:10,TRUE,"1599389786384764928","1599536316643151873","1401837073166860291","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RiyadiMr2",0,FALSE,FALSE,NA,NA
"191","@Muhammad_Saewad Kan belum jadi Presiden baru calon itupun kalo jadi, tweet2  seperti inilah yg buat pendukung2 Jok… https://t.co/zxWvKJ1fcV",FALSE,0,"Muhammad_Saewad",2022-12-04 22:36:54,TRUE,"1599362712555126784","1599533229555748864","817600858565197825","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mr_wan79",0,FALSE,FALSE,NA,NA
"192","Ada Spanduk 3 Periode di Acara GBK, Sukarelawan Jokowi Kasih Peringatan: Jangan Emosional... https://t.co/UMSTo6JFhp",FALSE,0,NA,2022-12-04 21:10:01,FALSE,NA,"1599511366431170560",NA,"<a href=""http://wartaekonomi.co.id"" rel=""nofollow"">Warta Ekonomi</a>","WartaEkonomi",0,FALSE,FALSE,NA,NA
"193","@SantorinisSun Ketakutan apa ya.. Jokowi purna tugas periode ini apa yg beliau takutkan ?",FALSE,0,"SantorinisSun",2022-12-04 21:08:40,FALSE,"1599338865026035712","1599511024637710336","980685208969031680","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","H4l1mun_D1n61n",0,FALSE,FALSE,NA,NA
"194","@DaengWahidin2 Lu boleh jokowi mundur

Saya boleh jokowi 3 periode !!!!",FALSE,8,"DaengWahidin2",2022-12-04 20:18:31,FALSE,"1599389786384764928","1599498405298208768","1401837073166860291","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ProboAnjar",0,FALSE,FALSE,NA,NA
"195","@geloraco Takut apaan, Joman selalu mendukung, ga ada kecurigaan sama Jokowi....cuma congoran lu doang yang bacotin… https://t.co/fIkhg8ScqN",FALSE,0,"geloraco",2022-12-04 19:11:22,TRUE,"1599381236765851648","1599481504744108032","3319260420","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","leviKiem",0,FALSE,FALSE,NA,NA
"196","@rmol_id Menurut saya tdk mungkin dikabulkan. Pak Jokowi gitu loh. Berkuasa penuh di Indonesia, 24 jam sehari, seta… https://t.co/N5IwKRsJw2",FALSE,0,"rmol_id",2022-12-04 18:55:26,TRUE,"1599428687371567104","1599477495040204800","990237626","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LelanangMerdeka",0,FALSE,FALSE,NA,NA
"197","@SarwediEdi6 @LaNyallaAcademy kok kebalik ini. lanyalla itu gk ngajak org dukung jokowi 3 periode (kecuali anda bis… https://t.co/esO0zw3SuW",FALSE,0,"SarwediEdi6",2022-12-04 18:26:01,TRUE,"1599436124329758721","1599470092525654016","1298982893545381889","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","OkaSaptono2",2,FALSE,FALSE,NA,NA
"198","@bachrum_achmadi Trs kenapa kalian takut kalau Jokowi maju tiga periode. Itu pertanyaanya DRUN",FALSE,2,"bachrum_achmadi",2022-12-04 18:20:48,FALSE,"1599408459211935744","1599468778135646208","105085302","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CappucinoNdeso",0,FALSE,FALSE,NA,NA
"199","Setuju 
TOLAK JOKOWI 3 PERIODE DAN PEMILU DIPERCEPAT.
#3PeriodeAnarkisDemokrasi
#3PeriodeAnarkisDemokrasi https://t.co/ZMFs61ikyc",FALSE,4,NA,2022-12-04 18:17:25,FALSE,NA,"1599467927589486593",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JamanEdan543123",4,FALSE,FALSE,NA,NA
"200","RAKYAT BERSATU MENOLAK KERAS JOKOWI 3 PERIODE YANG BIKIN NEGARA TAMBAH HANCUR.

RAKYAT INGIN PEMILU DIPERCEPAT.… https://t.co/pURky0c9D0",FALSE,11,NA,2022-12-04 17:53:34,TRUE,NA,"1599461927708917761",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RakyatBersatu55",6,FALSE,FALSE,NA,NA
"201","Tak ada pilihan bagi rakyat 

TOLAK JOKOWI 3 PERIODE DAN PEMILU DIPERCEPAT.

#3PeriodeAnarkisDemokrasi… https://t.co/FAoncttuYp",FALSE,6,NA,2022-12-04 17:11:30,TRUE,NA,"1599451338966200320",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MENTARlPAGl",6,FALSE,FALSE,NA,NA
"202","Kalo begini terus rakyat dicekoki berita palsu diduga sepalsu identitas dan ijazahnya, negara semakin hancur.
Tak a… https://t.co/aB4ToCAZrk",FALSE,17,NA,2022-12-04 17:09:50,TRUE,NA,"1599450922723454977",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MENTARlPAGl",12,FALSE,FALSE,NA,NA
"203","@bachrum_achmadi Selama jadi rakyat indonesia saya baru sekali ikut memilih presiden,.yaitu memilih bapak jokowi pe… https://t.co/y56gFVu8ee",FALSE,0,"bachrum_achmadi",2022-12-04 17:03:23,TRUE,"1599252191339954176","1599449297615212544","105085302","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nager45465744",0,FALSE,FALSE,NA,NA
"204","Ketua Relawan Jokowi Mania (JoMan), Immanuel Ebenezer alias Noel menilai isu yang menyerukan Presiden Jokowi 3 peri… https://t.co/zmQDKD1fdk",FALSE,3,NA,2022-12-04 17:00:00,TRUE,NA,"1599448447563595777",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","tvOneNews",1,FALSE,FALSE,NA,NA
"205","@r0sari0_m Jokowi 3 Periode",FALSE,1,"r0sari0_m",2022-12-04 16:59:54,FALSE,"1544557608815980544","1599448421127323648","1170158725165830144","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","avi_koty",0,FALSE,FALSE,NA,NA
"206","@koncektanah @Dara_Cega Pak Jokowi udah menang berkali2, drun kadrun.🐫🐫💩💩

Menang jd Walikota Solo 2 periode, menan… https://t.co/a8Ax0v71yG",FALSE,0,"koncektanah",2022-12-04 16:55:24,TRUE,"1599281663699484675","1599447289424400384","1251896402478682112","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bhanurasmi_gita",0,FALSE,FALSE,NA,NA
"207","RAKYAT INGIN PEMILU DIPERCEPAT BUKAN JOKOWI 3 PERIODE !!!
#3PeriodeAnarkisDemokrasi 
#3PeriodeAnarkisDemokrasi https://t.co/uuGTU9xEFM",FALSE,19,NA,2022-12-04 16:36:49,FALSE,NA,"1599442612825755648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AntiKlepto222",16,FALSE,FALSE,NA,NA
"208","RAKYAT INGIN PEMILU DIPERCEPAT.
Tolak keras Jokowi 3 Periode !!!
#3PeriodeAnarkisDemokrasi… https://t.co/v2iyzIuwHl",FALSE,11,NA,2022-12-04 16:32:23,TRUE,NA,"1599441495916183552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AntiKlepto222",8,FALSE,FALSE,NA,NA
"209","@tvOneNews Yg nikmati jokowi 2 periode itu opung, belum kenyang udah siapkan penerusnya gubernur bokep sebagai presiden boneka.",FALSE,4,"tvOneNews",2022-12-04 16:30:26,FALSE,"1599416385121439746","1599441005165842433","55507370","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MensosJ",0,FALSE,FALSE,NA,NA
"210","Semua bajingan dan Pengkhianat, manusia penjilat dan munafik berkumpul di era Jokowi berkuasa.

HARUS PERCEPAT PEMI… https://t.co/XkmD2DirDI",FALSE,6,NA,2022-12-04 16:22:49,TRUE,NA,"1599439087479721984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AntiKlepto222",5,FALSE,FALSE,NA,NA
"211","Para Bajingan semua berkumpul dijaman Jokowi berkuasa
Rakyat ingin Pemilu dipercepat !!!

Tolak keras Jokowi 3 Peri… https://t.co/vZHdgJqIPA",FALSE,12,NA,2022-12-04 16:14:46,TRUE,NA,"1599437063774162944",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AntiKlepto222",11,FALSE,FALSE,NA,NA
"212","@aniesbaswedan @NasDem Disini Jokowi kalah telak Pilpres 2 Periode...
PDIP sangat minim  kursi mukai dari DPRD ting… https://t.co/VHZf188MXh",FALSE,1,"aniesbaswedan",2022-12-04 16:09:34,TRUE,"1599335711316246529","1599435752412418048","110312278","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RizalMedian",0,FALSE,FALSE,NA,NA
"213","Hancurkan Oligarki Cina sumber bencana Indonesia.
#3PeriodeAnarkisDemokrasi
#3PeriodeAnarkisDemokrasi
Tolak keras J… https://t.co/hHVmL2wNeg",FALSE,4,NA,2022-12-04 16:04:47,TRUE,NA,"1599434548399714304",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AntiKlepto222",5,FALSE,FALSE,NA,NA
"214","@Trending_Issue Yg demokrasi itu seperti apa KKN tumbuh subur di masa akhir jabatan memobilisasi untuk manut jokowi… https://t.co/AesxUysD2q",FALSE,1,"Trending_Issue",2022-12-04 15:57:08,TRUE,"1599022062332710912","1599432624229208064","1274590242645798913","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BaasithIbnu",0,FALSE,FALSE,NA,NA
"215","@OposisiCerdas Terus klo ada yg bilang kami masyarakat indonesia meminta pak jokowi lanjut 3 ato 5 periode, itu gim… https://t.co/aiuqlUnoG0",FALSE,4,"OposisiCerdas",2022-12-04 15:56:32,TRUE,"1599221552590880768","1599432472781295616","887743587579944960","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ganevzi",0,FALSE,FALSE,NA,NA
"216","Masyaallah, semua norma terpinggirkan akibat nafsu serakah ingin berkuasa.
Tolak keras Jokowi 3 Periode !!!… https://t.co/aSdQxG8Uu9",FALSE,8,NA,2022-12-04 15:37:02,TRUE,NA,"1599427567693729793",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ArdjunaWiwaha3l",5,FALSE,FALSE,NA,NA
